Disease,Medicine,Side_Effects,Min_Age,Max_Age,Min_Weight,Max_Weight,Min_BP,Max_BP,Alcohol_Consumption,Pregnant,Allergies,Current_Medications,Blood_Group,Effectiveness_1_10
Typhoid,Ciprofloxacin,"Nausea, Headache, Dizziness",7,52,40,107,86,131,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",AB-,6
Vitamin B12 deficiency,Ibuprofen,"Nausea, Headache, Dizziness",5,64,42,96,97,130,Low,Yes,"Penicillin,Dust,None",None,B+,8
Malaria,Artemether,"Nausea, Headache, Dizziness",1,60,36,110,83,147,Avoid,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B+,7
Heart attack,Heparin,"Nausea, Headache, Dizziness",1,84,33,106,91,150,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A-,8
Common Cold,Paracetamol,"Nausea, Headache, Dizziness",5,54,33,65,90,151,Low,No,"Penicillin,Dust,None",None,A+,10
Zika virus,Paracetamol,"Nausea, Headache, Dizziness",2,58,30,69,95,153,Avoid,Yes,"Penicillin,Dust,None",None,O-,6
HIV/AIDS,Lamivudine,"Nausea, Headache, Dizziness",14,74,40,74,89,142,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,7
Breast cancer,Paclitaxel,"Nausea, Headache, Dizziness",10,82,36,84,85,160,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A+,7
Syphilis,Amoxicillin,"Nausea, Headache, Dizziness",7,62,28,79,96,128,Moderate,No,Food Allergy,None,B+,7
Pneumonia,Amoxicillin,"Nausea, Headache, Dizziness",7,82,36,87,88,152,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",A+,6
Breast cancer,Tamoxifen,"Nausea, Headache, Dizziness",10,64,35,93,85,161,Avoid,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,9
Pneumonia,Paracetamol,"Nausea, Headache, Dizziness",10,85,28,108,81,155,Low,Yes,Food Allergy,None,O-,10
Obesity,Paracetamol,"Nausea, Headache, Dizziness",8,55,28,95,87,150,Avoid,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,10
Migraine,Paracetamol,"Nausea, Headache, Dizziness",6,69,45,68,81,147,Avoid,Yes,"Penicillin,Dust,None",None,AB-,7
Acne,Paracetamol,"Nausea, Headache, Dizziness",6,73,43,81,95,125,Avoid,Yes,Food Allergy,None,A+,10
Syphilis,Ibuprofen,"Nausea, Headache, Dizziness",9,50,43,64,98,129,Low,No,None,None,A+,8
UTI,Ciprofloxacin,"Nausea, Headache, Dizziness",6,79,36,95,98,141,Moderate,No,Food Allergy,None,A+,8
GERD,Ranitidine,"Nausea, Headache, Dizziness",11,74,31,80,88,163,Moderate,No,None,None,AB-,10
Vitamin D deficiency,Paracetamol,"Nausea, Headache, Dizziness",2,60,37,63,95,160,Avoid,No,None,None,O+,6
Depression,Sertraline,"Nausea, Headache, Dizziness",9,67,35,70,84,166,Low,No,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,7
Eczema,Ibuprofen,"Nausea, Headache, Dizziness",9,57,41,89,88,136,Avoid,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,10
Kidney stones,Ibuprofen,"Nausea, Headache, Dizziness",6,68,34,74,96,123,Low,No,None,None,O-,10
COVID-19,Remdesivir,"Nausea, Headache, Dizziness",11,82,35,110,88,151,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B-,10
Crohn’s disease,Ibuprofen,"Nausea, Headache, Dizziness",7,62,37,106,92,154,Avoid,Yes,Food Allergy,None,O-,9
Chickenpox,Amoxicillin,"Nausea, Headache, Dizziness",13,63,38,78,88,125,Low,No,Food Allergy,None,B+,8
COPD,Ibuprofen,"Nausea, Headache, Dizziness",2,74,34,91,98,144,Moderate,Yes,None,None,AB-,6
Obesity,Amoxicillin,"Nausea, Headache, Dizziness",2,59,41,66,93,170,Moderate,No,"Penicillin,Dust,None",None,AB+,7
Dengue,Paracetamol,"Nausea, Headache, Dizziness",15,53,38,91,81,130,Avoid,Yes,"Penicillin,Dust,None",None,B-,10
Typhoid,Cefixime,"Nausea, Headache, Dizziness",3,82,33,93,100,166,Moderate,No,Food Allergy,None,AB+,9
Malaria,Artemether,"Nausea, Headache, Dizziness",10,79,28,72,95,165,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,9
Depression,Sertraline,"Nausea, Headache, Dizziness",11,54,45,98,93,123,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",O-,9
IBS,Ibuprofen,"Nausea, Headache, Dizziness",7,51,36,82,90,150,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",B-,6
Bronchitis,Ibuprofen,"Nausea, Headache, Dizziness",13,53,38,108,91,131,Low,Yes,"Penicillin,Dust,None",None,B+,7
Cirrhosis,Ibuprofen,"Nausea, Headache, Dizziness",8,84,29,102,87,123,Low,No,Food Allergy,None,O+,7
Obesity,Paracetamol,"Nausea, Headache, Dizziness",1,64,35,108,95,135,Avoid,Yes,Food Allergy,None,A+,8
Common Cold,Cetirizine,"Nausea, Headache, Dizziness",15,76,38,62,91,142,Low,Yes,None,None,O+,6
Crohn’s disease,Amoxicillin,"Nausea, Headache, Dizziness",2,56,30,99,82,124,Low,No,"Penicillin,Dust,None",None,A+,9
Vitamin B12 deficiency,Paracetamol,"Nausea, Headache, Dizziness",14,71,34,91,96,128,Moderate,No,"Penicillin,Dust,None",None,A-,6
Migraine,Ibuprofen,"Nausea, Headache, Dizziness",12,59,45,97,85,159,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A-,9
Mumps,Amoxicillin,"Nausea, Headache, Dizziness",2,57,33,85,84,139,Moderate,Yes,"Penicillin,Dust,None",None,O+,8
Measles,Paracetamol,"Nausea, Headache, Dizziness",14,53,38,102,90,136,Low,Yes,None,"None,Statins,Insulin,BP Meds",AB-,6
Chikungunya,Amoxicillin,"Nausea, Headache, Dizziness",7,72,35,68,90,120,Avoid,Yes,Food Allergy,None,O-,7
Measles,Paracetamol,"Nausea, Headache, Dizziness",7,62,39,63,95,149,Low,No,None,"None,Statins,Insulin,BP Meds",O+,9
Anxiety disorder,Diazepam,"Nausea, Headache, Dizziness",3,83,25,97,86,144,Avoid,Yes,Food Allergy,None,B-,7
Gonorrhea,Ibuprofen,"Nausea, Headache, Dizziness",4,82,44,74,91,156,Low,No,None,None,AB-,9
Crohn’s disease,Paracetamol,"Nausea, Headache, Dizziness",8,85,38,82,80,135,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",B-,9
Stroke,Amoxicillin,"Nausea, Headache, Dizziness",7,76,32,92,94,155,Avoid,No,Food Allergy,None,AB-,10
Chronic kidney disease,Amoxicillin,"Nausea, Headache, Dizziness",1,75,42,69,97,155,Moderate,Yes,Food Allergy,None,B+,7
COVID-19,Paracetamol,"Nausea, Headache, Dizziness",6,79,37,107,84,163,Low,No,None,None,O+,8
PCOS,Paracetamol,"Nausea, Headache, Dizziness",1,61,38,92,97,120,Moderate,No,Food Allergy,None,A-,10
PCOS,Ibuprofen,"Nausea, Headache, Dizziness",2,52,36,81,95,131,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,8
Cirrhosis,Ibuprofen,"Nausea, Headache, Dizziness",15,68,36,90,91,130,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",A+,7
COPD,Paracetamol,"Nausea, Headache, Dizziness",7,52,28,85,91,134,Low,Yes,"Penicillin,Dust,None",None,AB+,6
Vitamin D deficiency,Ibuprofen,"Nausea, Headache, Dizziness",9,71,33,76,85,164,Low,Yes,"Penicillin,Dust,None",None,A+,9
Psoriasis,Ibuprofen,"Nausea, Headache, Dizziness",11,65,27,92,80,133,Moderate,Yes,Food Allergy,None,O-,10
Gonorrhea,Amoxicillin,"Nausea, Headache, Dizziness",14,79,33,91,93,155,Low,No,Food Allergy,None,B+,6
Alzheimer’s disease,Ibuprofen,"Nausea, Headache, Dizziness",1,66,42,105,87,150,Moderate,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,6
Asthma,Budesonide,"Nausea, Headache, Dizziness",14,64,36,73,97,129,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B+,6
Epilepsy,Paracetamol,"Nausea, Headache, Dizziness",12,78,25,69,94,141,Avoid,No,None,"None,Statins,Insulin,BP Meds",B+,9
Lymphoma,Ibuprofen,"Nausea, Headache, Dizziness",11,64,28,65,96,129,Avoid,Yes,"Penicillin,Dust,None",None,AB+,9
Leukemia,Amoxicillin,"Nausea, Headache, Dizziness",13,51,35,62,99,134,Moderate,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B+,9
Gonorrhea,Ibuprofen,"Nausea, Headache, Dizziness",12,67,36,85,84,159,Low,Yes,"Penicillin,Dust,None",None,B-,7
Psoriasis,Amoxicillin,"Nausea, Headache, Dizziness",9,64,28,61,99,138,Moderate,No,"Penicillin,Dust,None",None,O+,8
Dengue fever,Ibuprofen,"Nausea, Headache, Dizziness",4,51,39,78,87,127,Low,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,6
Ulcerative colitis,Amoxicillin,"Nausea, Headache, Dizziness",2,79,38,92,90,140,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,8
Lymphoma,Paracetamol,"Nausea, Headache, Dizziness",2,74,30,68,92,125,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",B-,10
Hypertension,Enalapril,"Nausea, Headache, Dizziness",2,62,33,72,85,153,Avoid,Yes,None,"None,Statins,Insulin,BP Meds",B-,8
Tuberculosis,Paracetamol,"Nausea, Headache, Dizziness",4,56,45,106,91,139,Moderate,No,Food Allergy,None,AB+,7
Crohn’s disease,Paracetamol,"Nausea, Headache, Dizziness",4,61,26,105,80,149,Moderate,Yes,None,None,B+,8
Malaria,Chloroquine,"Nausea, Headache, Dizziness",1,74,32,81,80,154,Moderate,No,None,"None,Statins,Insulin,BP Meds",B-,7
Hypertension,Enalapril,"Nausea, Headache, Dizziness",14,84,41,103,93,126,Moderate,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",O+,9
Eczema,Paracetamol,"Nausea, Headache, Dizziness",10,52,25,88,90,140,Low,Yes,None,None,AB+,9
Dengue,IV Fluids,"Nausea, Headache, Dizziness",8,50,40,99,85,121,Moderate,Yes,None,None,AB+,9
Crohn’s disease,Ibuprofen,"Nausea, Headache, Dizziness",1,57,35,85,97,165,Avoid,No,"Penicillin,Dust,None",None,B+,7
Cirrhosis,Ibuprofen,"Nausea, Headache, Dizziness",14,57,40,92,80,142,Avoid,Yes,Food Allergy,None,A+,10
Anemia,Iron supplements,"Nausea, Headache, Dizziness",6,55,39,80,94,149,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B+,6
Chikungunya,Amoxicillin,"Nausea, Headache, Dizziness",15,84,39,92,82,136,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",B+,10
Epilepsy,Paracetamol,"Nausea, Headache, Dizziness",13,80,28,83,97,134,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B-,6
Vitamin D deficiency,Ibuprofen,"Nausea, Headache, Dizziness",13,72,27,109,86,123,Moderate,No,None,None,A-,8
Measles,Paracetamol,"Nausea, Headache, Dizziness",10,72,38,75,88,158,Low,No,Food Allergy,"None,Statins,Insulin,BP Meds",A+,9
PCOS,Ibuprofen,"Nausea, Headache, Dizziness",2,84,39,99,100,130,Avoid,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB+,7
Depression,Escitalopram,"Nausea, Headache, Dizziness",5,56,33,104,95,133,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",O+,8
Colon cancer,Amoxicillin,"Nausea, Headache, Dizziness",12,72,29,81,89,153,Low,Yes,Food Allergy,None,AB+,10
Gonorrhea,Paracetamol,"Nausea, Headache, Dizziness",1,75,37,92,82,165,Avoid,No,None,"None,Statins,Insulin,BP Meds",A+,7
Anemia,Vitamin B12,"Nausea, Headache, Dizziness",9,77,27,62,100,140,Low,Yes,None,None,AB-,8
Endometriosis,Ibuprofen,"Nausea, Headache, Dizziness",12,77,38,76,94,127,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B-,10
Leukemia,Amoxicillin,"Nausea, Headache, Dizziness",15,59,36,100,85,166,Avoid,No,None,None,B+,7
Hypothyroidism,Levothyroxine,"Nausea, Headache, Dizziness",11,72,33,110,84,170,Avoid,Yes,"Penicillin,Dust,None",None,O+,7
Breast cancer,Tamoxifen,"Nausea, Headache, Dizziness",9,53,42,94,99,169,Moderate,Yes,Food Allergy,None,AB-,6
UTI,Ciprofloxacin,"Nausea, Headache, Dizziness",2,56,35,92,100,166,Avoid,Yes,"Penicillin,Dust,None",None,B-,6
Zika virus,Paracetamol,"Nausea, Headache, Dizziness",14,66,39,97,81,162,Avoid,No,Food Allergy,None,AB-,9
PCOS,Amoxicillin,"Nausea, Headache, Dizziness",4,75,35,63,94,155,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B-,10
Hepatitis B,Ibuprofen,"Nausea, Headache, Dizziness",2,61,36,71,94,138,Low,No,None,None,O+,10
GERD,Ranitidine,"Nausea, Headache, Dizziness",6,64,25,95,87,134,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",B+,6
Hepatitis B,Amoxicillin,"Nausea, Headache, Dizziness",12,76,42,106,91,170,Low,No,Food Allergy,None,AB-,8
Mumps,Paracetamol,"Nausea, Headache, Dizziness",2,69,35,78,92,169,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",O-,8
Rabies,Amoxicillin,"Nausea, Headache, Dizziness",5,50,36,89,98,167,Low,No,None,"None,Statins,Insulin,BP Meds",O-,6
Rabies,Amoxicillin,"Nausea, Headache, Dizziness",9,62,28,99,91,153,Avoid,Yes,"Penicillin,Dust,None",None,B-,8
COPD,Paracetamol,"Nausea, Headache, Dizziness",14,64,27,96,94,126,Moderate,No,"Penicillin,Dust,None",None,O-,10
Gonorrhea,Ibuprofen,"Nausea, Headache, Dizziness",10,50,28,97,88,133,Low,Yes,None,"None,Statins,Insulin,BP Meds",A-,6
Kidney stones,Paracetamol,"Nausea, Headache, Dizziness",13,82,34,101,100,154,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,9
Prostate cancer,Amoxicillin,"Nausea, Headache, Dizziness",5,67,29,87,84,128,Avoid,No,"Penicillin,Dust,None",None,A+,10
Kidney stones,Amoxicillin,"Nausea, Headache, Dizziness",5,50,34,60,100,165,Avoid,Yes,Food Allergy,None,O-,8
Pneumonia,Amoxicillin,"Nausea, Headache, Dizziness",11,62,29,73,87,141,Avoid,Yes,None,"None,Statins,Insulin,BP Meds",AB+,8
HIV/AIDS,Efavirenz,"Nausea, Headache, Dizziness",6,63,42,107,87,132,Low,No,None,None,B+,8
Endometriosis,Amoxicillin,"Nausea, Headache, Dizziness",4,83,42,80,85,122,Moderate,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B-,8
Kidney stones,Paracetamol,"Nausea, Headache, Dizziness",12,77,44,102,92,155,Low,Yes,Food Allergy,None,O+,7
Leukemia,Ibuprofen,"Nausea, Headache, Dizziness",15,74,42,72,95,155,Moderate,Yes,Food Allergy,None,O+,8
Breast cancer,Paclitaxel,"Nausea, Headache, Dizziness",4,78,45,64,90,157,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",AB-,8
Hepatitis B,Amoxicillin,"Nausea, Headache, Dizziness",4,74,45,60,97,147,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",O-,9
Rabies,Amoxicillin,"Nausea, Headache, Dizziness",12,64,29,105,90,169,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",O+,10
COVID-19,Paracetamol,"Nausea, Headache, Dizziness",14,56,42,68,91,132,Avoid,Yes,Food Allergy,None,AB-,7
Chronic kidney disease,Ibuprofen,"Nausea, Headache, Dizziness",6,57,36,72,84,135,Moderate,No,None,None,O+,6
Leukemia,Ibuprofen,"Nausea, Headache, Dizziness",7,73,25,93,82,121,Low,No,"Penicillin,Dust,None",None,B-,6
Malnutrition,Ibuprofen,"Nausea, Headache, Dizziness",5,67,40,107,84,148,Moderate,No,None,None,B-,8
Colon cancer,Ibuprofen,"Nausea, Headache, Dizziness",5,68,35,82,86,160,Low,No,Food Allergy,None,O-,8
Crohn’s disease,Ibuprofen,"Nausea, Headache, Dizziness",9,79,32,91,96,139,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B+,10
Alzheimer’s disease,Ibuprofen,"Nausea, Headache, Dizziness",2,62,27,87,95,125,Low,No,None,"None,Statins,Insulin,BP Meds",B+,6
Lymphoma,Paracetamol,"Nausea, Headache, Dizziness",11,83,34,64,92,139,Avoid,No,None,"None,Statins,Insulin,BP Meds",O-,6
Chickenpox,Paracetamol,"Nausea, Headache, Dizziness",11,84,26,90,100,164,Low,Yes,Food Allergy,None,B-,8
Obesity,Amoxicillin,"Nausea, Headache, Dizziness",2,74,40,70,99,141,Low,No,"Penicillin,Dust,None",None,B+,7
Prostate cancer,Ibuprofen,"Nausea, Headache, Dizziness",9,54,39,70,98,139,Avoid,No,None,None,AB-,9
Parkinson’s disease,Amoxicillin,"Nausea, Headache, Dizziness",9,58,25,82,91,161,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",AB-,7
Hepatitis C,Paracetamol,"Nausea, Headache, Dizziness",14,62,25,91,90,149,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,10
Vitamin B12 deficiency,Ibuprofen,"Nausea, Headache, Dizziness",4,85,40,79,86,155,Avoid,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A+,6
Crohn’s disease,Ibuprofen,"Nausea, Headache, Dizziness",15,69,45,88,95,141,Low,No,None,"None,Statins,Insulin,BP Meds",O+,8
Hyperthyroidism,Methimazole,"Nausea, Headache, Dizziness",5,51,37,79,83,127,Low,Yes,Food Allergy,None,AB-,10
Chickenpox,Paracetamol,"Nausea, Headache, Dizziness",1,71,41,74,96,127,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",A-,8
Crohn’s disease,Amoxicillin,"Nausea, Headache, Dizziness",2,83,36,90,90,157,Low,Yes,"Penicillin,Dust,None",None,A+,8
Pneumonia,Amoxicillin,"Nausea, Headache, Dizziness",13,84,38,68,85,126,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB+,10
Osteoporosis,Amoxicillin,"Nausea, Headache, Dizziness",6,64,34,94,84,156,Moderate,No,None,None,AB-,9
Alzheimer’s disease,Paracetamol,"Nausea, Headache, Dizziness",3,71,38,65,89,140,Low,No,Food Allergy,"None,Statins,Insulin,BP Meds",A-,6
UTI,Amoxicillin,"Nausea, Headache, Dizziness",8,55,32,82,90,129,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,10
Crohn’s disease,Ibuprofen,"Nausea, Headache, Dizziness",13,59,45,90,91,162,Avoid,No,None,None,B+,9
Hepatitis C,Paracetamol,"Nausea, Headache, Dizziness",12,55,28,109,93,170,Avoid,No,Food Allergy,None,B-,10
Parkinson’s disease,Ibuprofen,"Nausea, Headache, Dizziness",7,57,35,98,81,128,Avoid,Yes,"Penicillin,Dust,None",None,B+,10
Prostate cancer,Amoxicillin,"Nausea, Headache, Dizziness",7,80,45,95,84,158,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B-,8
IBS,Paracetamol,"Nausea, Headache, Dizziness",15,66,36,74,96,141,Low,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B+,7
COVID-19,Dexamethasone,"Nausea, Headache, Dizziness",12,84,42,76,94,156,Low,Yes,Food Allergy,None,B+,10
UTI,Ciprofloxacin,"Nausea, Headache, Dizziness",12,73,37,65,99,129,Moderate,No,None,None,B-,10
Cholera,Ibuprofen,"Nausea, Headache, Dizziness",11,61,33,105,86,155,Moderate,No,None,"None,Statins,Insulin,BP Meds",B-,10
Prostate cancer,Paracetamol,"Nausea, Headache, Dizziness",9,51,36,82,98,144,Moderate,No,Food Allergy,None,A+,6
Lymphoma,Amoxicillin,"Nausea, Headache, Dizziness",14,56,41,83,99,166,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",AB-,7
Syphilis,Paracetamol,"Nausea, Headache, Dizziness",8,72,42,86,97,142,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,8
COVID-19,Remdesivir,"Nausea, Headache, Dizziness",11,82,35,110,88,151,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B-,10
Prostate cancer,Amoxicillin,"Nausea, Headache, Dizziness",10,74,37,86,99,129,Avoid,Yes,None,"None,Statins,Insulin,BP Meds",AB+,9
COVID-19,Dexamethasone,"Nausea, Headache, Dizziness",13,69,29,72,80,149,Moderate,Yes,"Penicillin,Dust,None",None,AB+,7
Hepatitis C,Paracetamol,"Nausea, Headache, Dizziness",9,63,28,68,80,133,Avoid,Yes,None,None,A+,6
Vitamin D deficiency,Ibuprofen,"Nausea, Headache, Dizziness",15,53,26,72,97,124,Avoid,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A+,10
Heart attack,Aspirin,"Nausea, Headache, Dizziness",14,56,44,90,89,134,Moderate,Yes,"Penicillin,Dust,None",None,B+,8
PCOS,Amoxicillin,"Nausea, Headache, Dizziness",15,61,33,85,86,138,Low,Yes,None,"None,Statins,Insulin,BP Meds",AB-,8
Endometriosis,Paracetamol,"Nausea, Headache, Dizziness",7,70,40,108,100,166,Avoid,No,None,"None,Statins,Insulin,BP Meds",A-,6
Diabetes mellitus type 2,Insulin,"Nausea, Headache, Dizziness",5,76,27,99,80,137,Moderate,No,Food Allergy,None,AB-,10
Chronic kidney disease,Paracetamol,"Nausea, Headache, Dizziness",5,70,45,108,83,158,Moderate,No,Food Allergy,None,A-,9
Gout,Ibuprofen,"Nausea, Headache, Dizziness",10,64,43,75,88,170,Low,Yes,"Penicillin,Dust,None",None,B-,8
Crohn’s disease,Paracetamol,"Nausea, Headache, Dizziness",3,68,42,89,80,126,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",AB-,9
Pneumonia,Paracetamol,"Nausea, Headache, Dizziness",10,82,26,70,95,141,Low,Yes,None,"None,Statins,Insulin,BP Meds",AB+,7
Stroke,Ibuprofen,"Nausea, Headache, Dizziness",10,72,41,74,92,168,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",O-,10
HIV/AIDS,Tenofovir,"Nausea, Headache, Dizziness",1,57,30,89,84,144,Low,No,Food Allergy,None,O-,10
GERD,Pantoprazole,"Nausea, Headache, Dizziness",13,69,36,66,86,157,Avoid,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A-,7
Breast cancer,Doxorubicin,"Nausea, Headache, Dizziness",5,50,42,88,81,169,Moderate,No,None,"None,Statins,Insulin,BP Meds",B-,8
Coronary artery disease,Paracetamol,"Nausea, Headache, Dizziness",9,77,32,65,96,143,Moderate,Yes,Food Allergy,None,AB-,8
Cholera,Ibuprofen,"Nausea, Headache, Dizziness",8,78,42,110,93,138,Moderate,No,"Penicillin,Dust,None",None,B-,9
PCOS,Paracetamol,"Nausea, Headache, Dizziness",1,61,38,92,97,120,Moderate,No,Food Allergy,None,A-,10
Hyperthyroidism,Methimazole,"Nausea, Headache, Dizziness",13,80,33,67,95,162,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",AB-,10
Parkinson’s disease,Paracetamol,"Nausea, Headache, Dizziness",8,85,25,99,91,150,Low,No,Food Allergy,None,O+,6
Vitamin B12 deficiency,Paracetamol,"Nausea, Headache, Dizziness",14,53,36,108,87,136,Moderate,No,None,"None,Statins,Insulin,BP Meds",AB-,7
Crohn’s disease,Ibuprofen,"Nausea, Headache, Dizziness",3,68,38,87,82,148,Moderate,No,None,"None,Statins,Insulin,BP Meds",B+,6
Vitamin D deficiency,Paracetamol,"Nausea, Headache, Dizziness",7,82,30,82,81,169,Low,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O+,8
Rheumatoid arthritis,Paracetamol,"Nausea, Headache, Dizziness",8,52,44,78,95,162,Moderate,Yes,None,None,B+,9
Psoriasis,Paracetamol,"Nausea, Headache, Dizziness",4,77,26,69,100,126,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,7
HIV/AIDS,Lamivudine,"Nausea, Headache, Dizziness",15,72,25,91,84,163,Moderate,No,None,"None,Statins,Insulin,BP Meds",A+,8
Measles,Ibuprofen,"Nausea, Headache, Dizziness",5,75,36,105,99,126,Low,No,None,None,A-,7
Rabies,Amoxicillin,"Nausea, Headache, Dizziness",4,58,31,89,86,141,Avoid,No,Food Allergy,None,AB+,8
Depression,Sertraline,"Nausea, Headache, Dizziness",8,80,45,83,83,143,Low,Yes,None,"None,Statins,Insulin,BP Meds",O-,8
Migraine,Ibuprofen,"Nausea, Headache, Dizziness",4,56,36,104,97,154,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",A-,6
Coronary artery disease,Ibuprofen,"Nausea, Headache, Dizziness",5,50,41,61,87,166,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",A+,7
Hepatitis C,Amoxicillin,"Nausea, Headache, Dizziness",15,61,44,69,96,148,Avoid,No,"Penicillin,Dust,None",None,O+,10
Rabies,Amoxicillin,"Nausea, Headache, Dizziness",15,70,40,87,89,160,Moderate,Yes,Food Allergy,None,O+,8
Asthma,Salbutamol,"Nausea, Headache, Dizziness",4,69,31,66,86,130,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A+,10
Cirrhosis,Ibuprofen,"Nausea, Headache, Dizziness",2,76,37,101,93,160,Moderate,Yes,None,None,O-,9
Syphilis,Ibuprofen,"Nausea, Headache, Dizziness",12,75,37,80,83,158,Avoid,No,Food Allergy,None,A-,7
Typhoid,Cefixime,"Nausea, Headache, Dizziness",15,69,44,106,92,142,Low,Yes,"Penicillin,Dust,None",None,AB-,10
Hypertension,Losartan,"Nausea, Headache, Dizziness",9,57,34,95,82,154,Low,No,None,"None,Statins,Insulin,BP Meds",A-,7
Heart attack,Clopidogrel,"Nausea, Headache, Dizziness",14,57,39,71,95,159,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,9
Vitamin B12 deficiency,Ibuprofen,"Nausea, Headache, Dizziness",3,64,32,96,84,138,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,10
Tuberculosis,Paracetamol,"Nausea, Headache, Dizziness",8,55,38,95,93,169,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B+,10
Typhoid,Cefixime,"Nausea, Headache, Dizziness",6,53,40,83,99,125,Moderate,No,Food Allergy,None,A+,10
