Disease,Medicine,Side_Effects,Min_Age,Max_Age,Min_Weight_kg,Max_Weight_kg,Min_BP_mmHg,Max_BP_mmHg,Alcohol_Consumption,Pregnant,Allergies,Current_Medications,Blood_Group,Effectiveness_1_10
Hypertension,Amlodipine,Constipation,6,66,47,114,94,160,Occasional,No,None,None,AB-,9
Hypertension,Amlodipine,Headache,16,88,31,111,89,159,Occasional,No,Sulfa,Vitamin D,B+,5
Typhoid,Azithromycin,Nausea,3,66,34,68,82,151,Occasional,Not Applicable,Sulfa,None,O-,9
Cancer,Paclitaxel,Vomiting,6,76,32,109,98,142,No,No,Pollen,Iron Supplement,B-,10
Typhoid,Azithromycin,Diarrhea,17,90,41,70,96,141,No,No,None,Calcium,AB-,9
Anxiety,Clonazepam,Rash,3,79,44,101,80,123,Occasional,Not Applicable,Dust,Multivitamin,AB+,7
Thyroid Disorder,Levothyroxine,Fatigue,1,62,32,107,86,176,Yes,No,Peanuts,Multivitamin,B-,6
Anxiety,Alprazolam,Sleepiness,15,86,46,113,98,176,No,Yes,Pollen,Multivitamin,B+,5
Hypertension,Atenolol,Dry Mouth,15,88,49,118,84,166,Yes,Not Applicable,Penicillin,None,AB-,9
PCOS,Clomiphene,Nausea,2,45,49,85,87,131,No,No,None,Iron Supplement,B-,4
Depression,Fluoxetine,Headache,2,82,47,109,99,131,Occasional,Yes,Sulfa,Vitamin D,B-,4
COVID-19,Favipiravir,Rash,18,81,45,75,98,164,Yes,Yes,Sulfa,None,O-,10
Asthma,Montelukast,Vomiting,9,68,45,104,90,165,Occasional,Yes,Dust,Iron Supplement,AB+,7
Asthma,Montelukast,Diarrhea,13,65,33,87,83,180,Yes,Yes,Pollen,Multivitamin,AB+,5
Diabetes,Glimepiride,Vomiting,15,46,32,115,82,157,Yes,Not Applicable,Sulfa,Multivitamin,O+,5
Tuberculosis,Ethambutol,Fatigue,5,50,30,91,89,158,Occasional,No,Pollen,None,A+,9
Malaria,Chloroquine,Nausea,10,51,42,106,96,125,Occasional,Not Applicable,Pollen,None,AB-,7
Arthritis,Methotrexate,Dry Mouth,3,47,44,80,82,168,Yes,No,Sulfa,Multivitamin,O-,6
Diabetes,Glimepiride,Dizziness,1,69,37,75,96,126,Occasional,Yes,Pollen,Calcium,O+,7
Heart Disease,Clopidogrel,Nausea,2,64,39,103,86,142,No,Yes,Pollen,Multivitamin,AB-,4
PCOS,Clomiphene,Dizziness,1,75,40,83,85,169,No,Yes,None,Calcium,A+,9
Hypertension,Losartan,Vomiting,11,44,42,75,80,123,Yes,Yes,Dust,Vitamin D,O+,8
Heart Disease,Aspirin,Rash,12,64,31,94,87,143,Yes,No,Peanuts,Iron Supplement,O-,8
Tuberculosis,Isoniazid,Sleepiness,18,66,39,95,88,172,Occasional,No,Penicillin,Vitamin D,O-,10
Anxiety,Alprazolam,Sleepiness,1,86,35,101,85,149,Occasional,Yes,Pollen,Calcium,A-,5
Anxiety,Buspirone,Constipation,15,89,34,71,92,144,No,Not Applicable,Dust,None,AB+,9
Malaria,Artemether,Fatigue,17,76,37,62,97,141,Yes,Not Applicable,Dust,Vitamin D,AB-,5
Kidney Disease,Calcitriol,Headache,7,60,44,63,87,144,Occasional,No,Pollen,Calcium,AB-,5
Allergy,Cetirizine,Constipation,16,43,44,82,88,155,Occasional,Yes,Sulfa,Calcium,O-,7
Thyroid Disorder,Levothyroxine,Diarrhea,5,46,32,79,84,171,No,No,Penicillin,Vitamin D,B-,6
Anxiety,Clonazepam,Dizziness,7,46,35,87,83,175,Yes,Yes,Penicillin,Iron Supplement,A+,6
Thyroid Disorder,Carbimazole,Rash,16,80,43,77,100,138,Yes,Yes,Dust,None,O+,8
Obesity,Liraglutide,Diarrhea,18,86,37,111,89,141,Yes,Not Applicable,Penicillin,Multivitamin,B-,6
Typhoid,Ciprofloxacin,Dry Mouth,4,72,40,71,86,170,No,Yes,Sulfa,None,O-,4
Hypertension,Atenolol,Dizziness,3,61,32,61,92,149,No,Yes,Dust,Iron Supplement,A-,10
Malaria,Chloroquine,Nausea,5,47,33,67,87,125,Occasional,No,Sulfa,None,B+,6
Arthritis,Diclofenac,Constipation,17,66,40,104,97,141,Occasional,No,None,Multivitamin,B+,10
Malaria,Artemether,Rash,8,78,41,61,93,169,Occasional,Not Applicable,Penicillin,Multivitamin,A+,4
Depression,Sertraline,Constipation,14,53,34,77,98,142,No,Yes,Penicillin,Vitamin D,B-,7
Hypertension,Amlodipine,Vomiting,5,42,31,81,86,130,Yes,No,Penicillin,None,AB+,6
Flu,Paracetamol,Fatigue,1,54,33,75,83,156,Yes,Not Applicable,Penicillin,Calcium,AB+,5
Obesity,Phentermine,Diarrhea,10,68,31,74,82,138,No,Yes,Dust,Iron Supplement,AB-,5
Obesity,Phentermine,Rash,4,77,43,96,84,177,No,No,Sulfa,None,B-,8
Cancer,Paclitaxel,Headache,7,75,30,62,96,179,Occasional,No,Penicillin,None,B+,7
Migraine,Sumatriptan,Diarrhea,10,58,46,81,86,173,Yes,Not Applicable,Pollen,Multivitamin,O-,6
Depression,Fluoxetine,Dizziness,5,62,44,95,82,150,Yes,No,Sulfa,Calcium,A+,4
Asthma,Budesonide,Fatigue,15,72,36,107,86,137,Yes,Not Applicable,None,Multivitamin,AB-,7
Obesity,Liraglutide,Fatigue,15,47,38,107,84,139,Yes,No,Sulfa,Calcium,A+,9
Diabetes,Glimepiride,Diarrhea,15,63,47,79,95,148,Occasional,Not Applicable,Peanuts,Vitamin D,A+,4
Anxiety,Buspirone,Sleepiness,5,54,42,103,97,167,No,Not Applicable,Dust,Vitamin D,A+,6
Typhoid,Ciprofloxacin,Dizziness,17,70,43,87,90,132,Occasional,Yes,Dust,Iron Supplement,A+,7
Heart Disease,Clopidogrel,Diarrhea,18,76,40,63,90,122,Occasional,Not Applicable,Peanuts,Vitamin D,A+,5
Diabetes,Glimepiride,Sleepiness,12,74,47,64,89,149,Yes,Not Applicable,Penicillin,Multivitamin,O-,10
Hypertension,Atenolol,Nausea,18,52,37,60,94,155,No,Not Applicable,Penicillin,Calcium,B+,8
Malaria,Primaquine,Sleepiness,9,89,34,67,95,169,Yes,No,Pollen,Multivitamin,O-,6
Kidney Disease,Calcitriol,Fatigue,14,88,37,96,100,174,Yes,Not Applicable,Penicillin,Multivitamin,A-,10
COVID-19,Paracetamol,Headache,16,67,40,114,97,161,No,No,Peanuts,Multivitamin,A-,6
Anxiety,Buspirone,Constipation,2,51,45,92,90,162,Yes,Not Applicable,Peanuts,None,B-,10
Malaria,Artemether,Vomiting,4,64,47,111,85,152,Occasional,No,Penicillin,Vitamin D,AB+,4
Asthma,Montelukast,Fatigue,18,69,40,67,93,173,No,Yes,Penicillin,None,O-,5
Depression,Fluoxetine,Sleepiness,1,90,40,92,87,154,Yes,Yes,Peanuts,None,A-,9
Kidney Disease,Furosemide,Nausea,16,86,31,104,97,138,Occasional,No,Peanuts,Multivitamin,O-,4
Migraine,Propranolol,Constipation,11,86,45,74,84,171,No,Not Applicable,Peanuts,None,A-,10
Asthma,Budesonide,Dizziness,7,74,42,64,84,178,Yes,Not Applicable,Penicillin,Multivitamin,A+,9
Hypertension,Atenolol,Dry Mouth,10,47,45,118,100,131,Occasional,Not Applicable,Dust,Vitamin D,AB+,5
Tuberculosis,Ethambutol,Dry Mouth,13,76,36,104,94,175,Occasional,No,Sulfa,Calcium,O+,9
Typhoid,Azithromycin,Sleepiness,5,68,30,106,88,144,No,Yes,None,Vitamin D,O+,6
Hypertension,Atenolol,Headache,16,66,46,110,82,142,No,No,Pollen,None,AB-,4
Diabetes,Metformin,Dry Mouth,3,63,47,90,80,126,Occasional,No,Penicillin,Vitamin D,AB+,10
Diabetes,Glimepiride,Dizziness,1,50,40,102,89,120,Occasional,No,Dust,Vitamin D,AB+,7
Liver Disease,Rifaximin,Constipation,4,85,38,67,80,174,Occasional,No,Dust,None,O-,5
Kidney Disease,Furosemide,Rash,12,58,41,101,94,138,Yes,No,Peanuts,Vitamin D,O-,6
Diabetes,Glimepiride,Nausea,12,67,33,80,91,123,Yes,No,Pollen,None,O-,9
PCOS,Clomiphene,Diarrhea,4,75,46,115,83,149,No,No,Pollen,Vitamin D,O+,10
Arthritis,Ibuprofen,Rash,10,57,42,82,96,139,No,No,None,Multivitamin,B+,6
Allergy,Cetirizine,Diarrhea,2,43,35,86,83,150,No,No,Dust,None,B-,7
Heart Disease,Atorvastatin,Headache,2,84,30,106,98,131,No,Not Applicable,Pollen,Multivitamin,O-,6
COVID-19,Favipiravir,Dizziness,14,42,44,110,100,153,No,No,Penicillin,Vitamin D,A+,9
Hypertension,Losartan,Dizziness,11,70,31,117,86,172,Occasional,Not Applicable,Penicillin,Multivitamin,O+,8
Typhoid,Azithromycin,Fatigue,2,68,31,99,94,167,No,Yes,Pollen,Calcium,A+,5
Flu,Oseltamivir,Nausea,15,50,44,81,96,163,No,Not Applicable,Sulfa,Calcium,AB+,6
Kidney Disease,Erythropoietin,Nausea,11,60,47,68,91,162,Yes,Not Applicable,None,Vitamin D,AB-,9
Liver Disease,Ursodeoxycholic Acid,Dry Mouth,18,77,41,67,84,177,Occasional,Yes,Dust,Vitamin D,B+,6
Hypertension,Amlodipine,Dry Mouth,16,59,49,80,92,162,Occasional,Not Applicable,Penicillin,None,B-,5
Malaria,Artemether,Constipation,7,61,48,60,81,145,No,Not Applicable,None,Calcium,AB+,7
Allergy,Loratadine,Rash,6,56,48,74,86,131,Occasional,No,None,Multivitamin,O-,6
Obesity,Liraglutide,Sleepiness,8,45,35,63,91,121,Yes,Not Applicable,Sulfa,Vitamin D,AB-,9
Thyroid Disorder,Levothyroxine,Dizziness,14,76,38,62,89,139,No,No,Pollen,Calcium,B+,4
Depression,Sertraline,Dry Mouth,3,85,48,79,86,151,Yes,No,None,None,A+,7
Depression,Escitalopram,Diarrhea,4,54,33,92,96,122,Yes,Yes,Penicillin,Vitamin D,AB-,10
Heart Disease,Clopidogrel,Sleepiness,14,48,41,79,93,141,No,Not Applicable,Dust,Multivitamin,AB+,10
Arthritis,Methotrexate,Fatigue,10,40,30,70,100,123,Yes,No,Pollen,Iron Supplement,O+,7
Tuberculosis,Rifampicin,Vomiting,17,84,38,85,97,166,No,Not Applicable,Pollen,Vitamin D,AB+,5
Thyroid Disorder,Levothyroxine,Dizziness,9,64,37,63,83,130,Occasional,Not Applicable,Peanuts,Iron Supplement,B+,10
Kidney Disease,Erythropoietin,Dry Mouth,4,53,37,68,90,160,Yes,No,Peanuts,None,A+,4
Hypertension,Losartan,Fatigue,5,85,36,110,80,145,No,No,None,Multivitamin,AB-,8
PCOS,Letrozole,Constipation,2,90,34,76,91,151,Occasional,No,Pollen,Iron Supplement,A+,8
Obesity,Orlistat,Nausea,14,47,30,80,85,156,No,No,None,Iron Supplement,AB+,9
Thyroid Disorder,Carbimazole,Nausea,4,47,37,66,100,127,Yes,No,Pollen,Vitamin D,B+,4
Allergy,Fexofenadine,Rash,14,80,47,113,91,137,No,Yes,Dust,None,AB+,10
Depression,Escitalopram,Dry Mouth,6,70,36,98,92,147,No,Not Applicable,Peanuts,Calcium,AB-,6
Asthma,Budesonide,Headache,6,57,42,95,82,128,No,Not Applicable,Penicillin,Vitamin D,AB+,6
Heart Disease,Atorvastatin,Diarrhea,17,77,39,116,80,128,Occasional,Not Applicable,Peanuts,Iron Supplement,B+,10
Obesity,Orlistat,Headache,14,52,43,90,92,176,No,Not Applicable,Dust,Calcium,A+,4
Depression,Sertraline,Dizziness,4,42,50,106,92,121,No,Not Applicable,Dust,Iron Supplement,B+,5
COVID-19,Paracetamol,Vomiting,12,42,30,74,83,157,Occasional,No,Peanuts,Calcium,B-,7
Obesity,Orlistat,Diarrhea,14,79,39,111,88,142,Yes,Not Applicable,Pollen,Calcium,O-,4
Hypertension,Amlodipine,Diarrhea,18,40,41,113,92,140,No,Not Applicable,Pollen,Calcium,AB+,4
Kidney Disease,Erythropoietin,Sleepiness,11,78,39,91,85,131,Occasional,No,Pollen,Calcium,A-,8
Liver Disease,Rifaximin,Sleepiness,8,58,45,89,96,164,No,Not Applicable,Peanuts,Iron Supplement,A+,7
Thyroid Disorder,Propylthiouracil,Fatigue,10,88,50,65,97,136,Occasional,No,Peanuts,None,A+,10
Flu,Ibuprofen,Dizziness,14,49,37,81,84,156,No,No,Peanuts,None,AB+,6
Migraine,Propranolol,Constipation,16,46,33,85,82,148,Occasional,Yes,Penicillin,Vitamin D,O-,8
Kidney Disease,Erythropoietin,Constipation,7,83,49,108,80,160,No,No,Pollen,Multivitamin,A-,6
Diabetes,Metformin,Sleepiness,11,71,41,102,80,142,No,Not Applicable,Sulfa,Vitamin D,AB-,6
Arthritis,Diclofenac,Dizziness,3,84,39,120,98,156,Yes,Not Applicable,Dust,Vitamin D,O+,6
Allergy,Fexofenadine,Diarrhea,6,65,34,61,98,159,No,Yes,Sulfa,Multivitamin,A-,7
Allergy,Cetirizine,Rash,15,52,35,115,80,120,Occasional,Yes,Pollen,Vitamin D,AB-,10
Flu,Paracetamol,Dizziness,12,70,36,77,92,136,No,Not Applicable,Penicillin,Multivitamin,A+,8
Thyroid Disorder,Carbimazole,Constipation,18,53,50,63,84,159,Occasional,Not Applicable,Sulfa,Multivitamin,O-,9
PCOS,Clomiphene,Headache,16,78,33,116,94,145,Yes,Not Applicable,Dust,Multivitamin,O-,4
Kidney Disease,Calcitriol,Dry Mouth,15,54,50,81,82,124,No,No,Sulfa,Multivitamin,A-,7
Depression,Fluoxetine,Rash,10,84,37,109,94,180,No,Not Applicable,Peanuts,Iron Supplement,AB-,10
COVID-19,Paracetamol,Sleepiness,10,77,32,69,88,158,Occasional,Yes,Dust,Multivitamin,B-,7
Liver Disease,Rifaximin,Nausea,8,84,48,81,98,144,Yes,Yes,None,Multivitamin,AB-,5
Malaria,Artemether,Constipation,11,69,37,101,88,144,No,No,Sulfa,Multivitamin,AB+,5
COVID-19,Favipiravir,Vomiting,15,84,41,108,84,134,Yes,No,Pollen,None,B-,5
Malaria,Primaquine,Vomiting,13,52,33,113,95,121,Yes,Not Applicable,Penicillin,Calcium,AB+,5
Kidney Disease,Calcitriol,Fatigue,10,87,41,117,95,138,Occasional,Not Applicable,Dust,None,B+,7
Hypertension,Losartan,Fatigue,16,86,41,62,99,131,Yes,Yes,None,Iron Supplement,A-,6
Heart Disease,Clopidogrel,Nausea,5,43,47,87,87,130,No,Not Applicable,Pollen,Multivitamin,A-,10
Allergy,Cetirizine,Dry Mouth,8,85,36,90,90,121,Occasional,Yes,Peanuts,Calcium,A+,6
Kidney Disease,Erythropoietin,Vomiting,12,52,48,119,87,157,Yes,Yes,Penicillin,Vitamin D,A-,9
Arthritis,Ibuprofen,Headache,17,84,45,74,92,142,Occasional,No,Sulfa,Calcium,B+,5
Typhoid,Azithromycin,Dizziness,3,64,45,94,92,136,Yes,Not Applicable,Peanuts,Vitamin D,AB+,6
Thyroid Disorder,Propylthiouracil,Headache,7,72,49,70,96,132,Occasional,No,Peanuts,None,AB-,5
Heart Disease,Atorvastatin,Fatigue,6,53,39,93,97,169,Yes,Yes,Dust,Calcium,A-,8
Malaria,Primaquine,Nausea,11,73,30,79,97,136,No,Not Applicable,Sulfa,None,B-,4
Arthritis,Ibuprofen,Fatigue,5,49,43,83,84,171,No,Yes,None,Multivitamin,AB-,4
Anxiety,Alprazolam,Dizziness,2,44,49,60,83,180,Occasional,Yes,None,Calcium,A-,8
COVID-19,Favipiravir,Nausea,13,74,35,91,88,130,No,Not Applicable,Peanuts,Iron Supplement,B-,8
Tuberculosis,Ethambutol,Constipation,7,48,34,102,91,137,No,Yes,None,Multivitamin,AB-,10
Anxiety,Clonazepam,Fatigue,15,42,31,78,86,178,No,Yes,Penicillin,Calcium,AB-,5
Anxiety,Clonazepam,Diarrhea,13,56,37,79,89,144,Occasional,Not Applicable,None,Vitamin D,B-,9
Liver Disease,Rifaximin,Dizziness,6,53,47,85,84,123,No,No,Pollen,Calcium,A+,5
Hypertension,Amlodipine,Rash,6,74,45,119,85,169,No,No,Dust,Iron Supplement,AB+,8
Liver Disease,Rifaximin,Dizziness,6,89,38,120,100,125,Occasional,Not Applicable,Penicillin,Iron Supplement,A-,5
Liver Disease,Lactulose,Nausea,16,61,34,64,80,135,Occasional,No,Peanuts,Vitamin D,A-,9
Migraine,Propranolol,Vomiting,17,85,48,70,92,140,No,Not Applicable,None,Calcium,B-,9
Depression,Sertraline,Constipation,11,72,49,66,83,123,Occasional,Not Applicable,None,Calcium,O-,6
Anxiety,Alprazolam,Fatigue,15,76,44,119,98,163,Yes,Not Applicable,Dust,Calcium,B+,8
Diabetes,Insulin,Vomiting,13,57,33,103,90,127,No,Not Applicable,None,Vitamin D,A-,6
Asthma,Montelukast,Rash,15,58,42,89,90,173,Occasional,No,None,Multivitamin,O+,8
Typhoid,Ciprofloxacin,Vomiting,5,78,43,119,94,147,Yes,Yes,None,Iron Supplement,O-,10
Asthma,Salbutamol,Headache,6,48,42,95,81,136,No,Yes,Pollen,Iron Supplement,AB+,4
Depression,Sertraline,Vomiting,8,64,44,99,100,163,No,Not Applicable,None,None,A-,7
Arthritis,Methotrexate,Diarrhea,5,43,39,71,91,178,No,Yes,Sulfa,Vitamin D,A-,9
Asthma,Montelukast,Dry Mouth,6,46,31,68,81,180,Yes,Not Applicable,Dust,Iron Supplement,A+,5
Thyroid Disorder,Levothyroxine,Vomiting,16,80,37,67,87,164,No,No,Dust,Calcium,AB+,8
Cancer,Imatinib,Fatigue,1,69,34,71,93,123,Occasional,Not Applicable,None,Calcium,A+,9
Flu,Ibuprofen,Headache,13,55,44,97,94,166,Occasional,No,None,Multivitamin,B-,4
Allergy,Loratadine,Dry Mouth,11,46,44,60,100,147,Occasional,No,Dust,Vitamin D,B+,9
Migraine,Topiramate,Headache,5,42,37,83,80,137,No,No,Sulfa,Iron Supplement,A+,4
Malaria,Artemether,Rash,5,67,50,107,94,179,Occasional,Yes,Peanuts,Iron Supplement,O+,10
Allergy,Cetirizine,Dry Mouth,14,58,48,91,82,158,No,Not Applicable,Peanuts,None,O+,9
Malaria,Primaquine,Diarrhea,18,71,47,67,94,169,No,No,Penicillin,Iron Supplement,B+,6
Allergy,Cetirizine,Diarrhea,8,43,47,103,89,142,Occasional,Yes,Sulfa,Calcium,A-,10
Anxiety,Clonazepam,Sleepiness,17,42,32,104,100,136,Occasional,Not Applicable,Pollen,Vitamin D,B-,5
Typhoid,Azithromycin,Nausea,8,62,34,117,94,132,No,Not Applicable,Peanuts,None,AB+,7
Flu,Oseltamivir,Dizziness,11,70,45,90,93,140,Occasional,Not Applicable,Peanuts,Vitamin D,O+,8
Obesity,Phentermine,Sleepiness,15,77,47,67,90,156,No,Not Applicable,Dust,Multivitamin,A-,10
Obesity,Orlistat,Constipation,11,43,42,93,87,132,Yes,Yes,None,None,O+,7
Allergy,Cetirizine,Headache,8,75,42,109,89,136,Yes,Not Applicable,None,None,AB-,5
Liver Disease,Rifaximin,Nausea,5,41,46,105,94,123,Occasional,No,Sulfa,None,O+,10
Hypertension,Amlodipine,Nausea,9,90,49,79,95,150,Yes,Not Applicable,Dust,Calcium,AB-,4
Anxiety,Buspirone,Fatigue,1,81,37,114,85,173,No,Yes,Sulfa,None,O+,10
Diabetes,Glimepiride,Headache,7,78,30,69,89,147,Occasional,No,None,Multivitamin,AB+,4
Heart Disease,Clopidogrel,Dry Mouth,3,43,45,80,100,122,Occasional,Yes,Pollen,Iron Supplement,A+,6
Hypertension,Amlodipine,Dry Mouth,1,80,46,76,92,121,Yes,No,Dust,Vitamin D,AB-,7
COVID-19,Paracetamol,Headache,3,73,35,93,100,148,Yes,Yes,Penicillin,None,AB+,6
Thyroid Disorder,Carbimazole,Vomiting,5,90,37,105,90,169,Occasional,No,Sulfa,Vitamin D,O+,5
COVID-19,Favipiravir,Fatigue,16,58,33,102,80,152,Yes,No,Sulfa,Vitamin D,B-,9
Asthma,Montelukast,Sleepiness,5,74,49,99,83,166,Occasional,No,Penicillin,Calcium,B+,9
PCOS,Metformin,Vomiting,10,42,34,117,91,156,Occasional,Not Applicable,Sulfa,Calcium,B+,4
Heart Disease,Aspirin,Vomiting,15,87,46,95,98,159,Occasional,Yes,Penicillin,Multivitamin,B-,4
Migraine,Sumatriptan,Fatigue,15,76,34,97,88,128,No,No,Sulfa,Calcium,A-,9
Hypertension,Atenolol,Dizziness,2,54,34,108,93,125,No,Yes,Peanuts,None,AB-,6
Asthma,Budesonide,Nausea,13,43,48,99,99,147,Yes,No,None,Vitamin D,A-,7
Liver Disease,Ursodeoxycholic Acid,Diarrhea,13,53,44,66,92,138,No,Not Applicable,Penicillin,Vitamin D,B-,10
Tuberculosis,Rifampicin,Vomiting,5,49,37,106,99,157,No,Not Applicable,None,Calcium,AB+,6
Asthma,Salbutamol,Dizziness,3,59,37,82,97,154,Yes,Not Applicable,Penicillin,Multivitamin,A-,9
Flu,Ibuprofen,Fatigue,6,43,32,87,89,120,Yes,No,Sulfa,Iron Supplement,O+,8
Obesity,Orlistat,Constipation,18,73,48,101,96,170,Yes,Yes,Peanuts,Iron Supplement,O+,7
Migraine,Propranolol,Constipation,2,65,35,79,84,160,Occasional,Yes,Dust,Iron Supplement,AB+,9
Typhoid,Azithromycin,Vomiting,4,81,40,106,80,145,Yes,No,Sulfa,Calcium,A-,8
Depression,Sertraline,Constipation,7,53,47,89,91,180,No,Not Applicable,Peanuts,Calcium,A-,9
Flu,Paracetamol,Nausea,10,51,31,94,91,144,Occasional,No,Peanuts,Calcium,AB-,5
Allergy,Loratadine,Rash,9,73,50,88,100,145,Occasional,Not Applicable,None,Multivitamin,B-,5
Asthma,Budesonide,Constipation,15,70,31,76,94,136,Yes,Yes,Sulfa,Multivitamin,B-,5
Asthma,Salbutamol,Fatigue,18,60,30,94,82,158,No,Yes,Pollen,Iron Supplement,AB+,9
Kidney Disease,Calcitriol,Vomiting,2,55,50,81,82,122,Yes,No,None,Multivitamin,A+,6
Kidney Disease,Erythropoietin,Headache,17,80,41,95,86,165,Yes,No,Peanuts,Vitamin D,AB-,4
PCOS,Metformin,Constipation,17,50,37,95,98,180,Occasional,Not Applicable,Penicillin,None,B-,5
Cancer,Paclitaxel,Sleepiness,18,88,44,74,97,123,Occasional,No,Penicillin,None,B+,6
Hypertension,Losartan,Dizziness,3,47,50,100,95,168,Occasional,No,Penicillin,Iron Supplement,AB+,7
Tuberculosis,Rifampicin,Diarrhea,6,75,42,79,99,141,Occasional,Not Applicable,Sulfa,Multivitamin,O+,9
Liver Disease,Lactulose,Fatigue,11,54,50,116,87,151,Yes,Not Applicable,Sulfa,Calcium,AB-,6
Depression,Sertraline,Constipation,15,42,38,102,81,126,Yes,No,Peanuts,None,AB+,10
Liver Disease,Lactulose,Sleepiness,5,90,34,64,96,125,No,Yes,Penicillin,Iron Supplement,O+,10
Malaria,Primaquine,Dizziness,12,86,34,106,95,163,Yes,Not Applicable,Penicillin,Iron Supplement,A-,8
Depression,Fluoxetine,Diarrhea,2,67,50,66,97,171,Occasional,Not Applicable,Sulfa,Iron Supplement,A+,4
Diabetes,Glimepiride,Nausea,5,74,37,82,98,129,Occasional,Not Applicable,Pollen,None,AB-,5
Asthma,Budesonide,Vomiting,6,67,35,103,94,143,No,No,Pollen,None,A+,7
Obesity,Liraglutide,Diarrhea,2,73,32,96,83,134,Occasional,Yes,Peanuts,Calcium,A-,9
Heart Disease,Atorvastatin,Sleepiness,15,73,40,81,99,174,Occasional,Not Applicable,Dust,Calcium,AB-,10
Allergy,Cetirizine,Constipation,4,44,45,109,82,121,No,Yes,Dust,Vitamin D,B+,9
Liver Disease,Lactulose,Dizziness,12,59,32,74,81,171,No,No,Sulfa,Calcium,A+,8
Cancer,Paclitaxel,Vomiting,14,84,35,75,81,122,Yes,No,Sulfa,Multivitamin,O+,10
Kidney Disease,Furosemide,Dizziness,16,65,33,80,85,134,Occasional,Yes,Dust,Calcium,O+,5
Tuberculosis,Rifampicin,Headache,16,58,31,77,97,136,No,No,Penicillin,None,AB+,8
Thyroid Disorder,Propylthiouracil,Nausea,6,74,49,80,89,160,Yes,No,Sulfa,Iron Supplement,B-,6
Typhoid,Cefixime,Rash,17,59,36,108,89,143,Occasional,No,Sulfa,Calcium,AB+,7
Liver Disease,Rifaximin,Dry Mouth,7,56,48,84,91,172,Yes,Yes,Peanuts,Calcium,AB-,8
Asthma,Salbutamol,Diarrhea,10,63,40,87,91,159,No,Not Applicable,Peanuts,Calcium,A-,4
Thyroid Disorder,Propylthiouracil,Dizziness,3,40,42,99,88,159,Yes,No,Pollen,Calcium,A-,10
Asthma,Montelukast,Vomiting,13,60,46,112,80,160,Yes,Not Applicable,Peanuts,Calcium,A+,10
Hypertension,Losartan,Constipation,8,68,46,70,90,121,Yes,Yes,Sulfa,Iron Supplement,AB-,8
Arthritis,Methotrexate,Fatigue,13,79,32,87,93,168,Yes,Not Applicable,Dust,None,O+,7
Cancer,Paclitaxel,Vomiting,6,63,40,117,89,140,No,Yes,Dust,Vitamin D,B+,6
Hypertension,Losartan,Nausea,17,66,44,80,93,169,Yes,No,None,Iron Supplement,B-,8
Depression,Fluoxetine,Vomiting,9,80,50,62,91,137,Occasional,Yes,None,Iron Supplement,O-,6
Liver Disease,Lactulose,Rash,16,57,50,82,84,120,Occasional,No,Pollen,Vitamin D,A+,10
Thyroid Disorder,Propylthiouracil,Sleepiness,16,62,32,115,92,125,Yes,No,Peanuts,Iron Supplement,A+,7
Thyroid Disorder,Levothyroxine,Rash,2,90,37,88,83,144,Yes,No,Dust,Multivitamin,A-,9
Depression,Escitalopram,Dry Mouth,18,90,33,80,84,135,Yes,Not Applicable,Sulfa,None,O+,5
Arthritis,Ibuprofen,Constipation,18,90,34,117,93,172,Occasional,Yes,Penicillin,Vitamin D,AB+,10
Depression,Escitalopram,Diarrhea,2,59,33,66,94,126,Occasional,Not Applicable,Sulfa,Vitamin D,AB-,7
Typhoid,Ciprofloxacin,Nausea,18,76,32,65,89,135,No,No,Dust,Iron Supplement,AB+,7
Asthma,Budesonide,Nausea,13,57,39,81,91,146,Occasional,Yes,Sulfa,Iron Supplement,AB-,9
Migraine,Topiramate,Sleepiness,7,65,42,116,91,180,Yes,Yes,Peanuts,Calcium,A+,5
Typhoid,Ciprofloxacin,Constipation,13,42,45,75,84,152,Occasional,Yes,Peanuts,None,AB-,7
Obesity,Orlistat,Rash,4,71,39,85,98,154,Yes,Yes,Pollen,None,A+,6
Migraine,Propranolol,Fatigue,16,66,37,106,100,127,Occasional,No,Dust,Vitamin D,AB+,7
Thyroid Disorder,Levothyroxine,Diarrhea,5,82,41,62,89,120,Occasional,No,Penicillin,Calcium,O+,8
COVID-19,Favipiravir,Diarrhea,2,74,33,100,83,172,No,No,Peanuts,Vitamin D,O+,5
Diabetes,Metformin,Rash,13,43,36,61,82,163,No,No,Penicillin,Calcium,A-,5
Cancer,Paclitaxel,Rash,16,83,33,115,90,164,Occasional,Not Applicable,Peanuts,Multivitamin,B-,10
Heart Disease,Atorvastatin,Fatigue,14,77,31,69,96,135,No,Yes,Sulfa,Calcium,AB+,5
COVID-19,Paracetamol,Dizziness,17,50,46,102,94,164,Occasional,Not Applicable,Dust,Iron Supplement,B+,7
Thyroid Disorder,Levothyroxine,Dry Mouth,17,87,31,96,87,140,Occasional,Yes,Sulfa,Multivitamin,A-,5
Thyroid Disorder,Levothyroxine,Nausea,5,47,32,93,85,156,No,No,Pollen,Calcium,B-,4
Cancer,Paclitaxel,Nausea,1,55,50,91,86,134,Occasional,Yes,None,Multivitamin,AB+,8
Arthritis,Diclofenac,Diarrhea,18,90,49,63,95,162,Occasional,Not Applicable,None,None,A+,10
